"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://knightlogics.com/","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-screen-team","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/pricing","text/html; charset=utf-8","200","OK","Non-Indexable","noindex"
"https://knightlogics.com/pixelforge-ai","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/service-desktop-apps","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-jns","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-knight-group","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/service-websites","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/book-consultation","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/videoforge","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/service-ai-automation","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/contact","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-moms-resin-tables","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/display-control-plus","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/service-ecommerce","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/auto-vid-compiler","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-sals-painting","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/case-study-farrell-electric","text/html; charset=utf-8","200","OK","Indexable",""
"https://knightlogics.com/?openPackage=ecommerce-growth-store","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-local-launch-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=monthly-visibility-pro","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=monthly-growth-management","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-growth-system-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-custom-automation-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=monthly-visibility-standard","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-launch","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-search-foundation-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-live-essential","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-local-seo-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-payment-links","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=monthly-local-seo-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-simple-lead-tracker","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-job-records-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-search-foundation","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-advanced-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-live-plus","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=website-preview-launch","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ecommerce-preview-catalog","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-automated-job-records","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-contractor-crm-starter","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
"https://knightlogics.com/?openPackage=ops-full-growth-system","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised"
